asin,n_rows,n_unique,min_label,max_label
B07B3M16ZD,20,1,False,False
B07B4W5PMB,11,1,True,True
B07B4XGY1Z,312,1,False,False
B07B6SYTNQ,313,1,True,True
B07B7GBFV4,2,1,False,False
B07B7K7N3P,1924,1,True,True
B07B92ZLK7,1,1,False,False
B07B9K3NYS,5,1,False,False
B07B9TL7NP,26,1,False,False
B07B9XRCCV,155,1,False,False
B07BDMGMLY,981,1,False,False
B07BF3LFN3,113,1,False,False
B07BFCVJZC,768,1,True,True
B07BFMJWRP,27,1,False,False
B07BFRGXZH,86,1,False,False
B07BHC82N2,407,1,False,False
B07BKYJDHY,15,1,True,True
B07BLL8W3W,6,1,False,False
B07BLTDD1V,561,1,True,True
B07BLZ6KPN,13,1,True,True
B07BNLF5R1,48,1,False,False
B07BNM8JXY,100,1,False,False
B07BPGYYQR,18,1,False,False
B07BQH4SVM,110,1,False,False
B07BRQ15GW,31,1,True,True
B07BS6NJ4S,43,1,False,False
B07BS7MYFQ,27,1,False,False
B07BSWXHPH,192,1,False,False
B07BTDMMNX,45,1,True,True
B07BVJFLS9,56,1,False,False
B07BY2VRBC,27,1,False,False
B07C123G5V,10,1,False,False
B07C22FP4V,107,1,False,False
B07C25P924,132,1,False,False
B07C3JJ9FY,72,1,False,False
B07C483YSZ,10,1,False,False
B07C4PYP57,37,1,False,False
B07C56JWCV,199,1,False,False
B07C89Z2Z3,48,1,False,False
B07C8YTP4T,29,1,False,False
B07C96NK8P,780,1,False,False
B07CBL2KWD,150,1,False,False
B07CBVRHVY,12,1,False,False
B07CCB4XLC,2,1,False,False
B07CFWQ5SC,59,1,True,True
B07CG6VJSJ,32,1,False,False
B07CG7LBS4,15,1,False,False
B07CGL7197,84,1,True,True
B07CH16Z7P,128,1,False,False
B07CK6H14Q,506,1,False,False
B07CKFVX5L,282,1,False,False
B07CKV9FRX,564,1,False,False
B07CMBHGVT,67,1,False,False
B07CMCQZPW,210,1,False,False
B07CMN3F9P,46,1,False,False
B07CN6N2GY,144,1,False,False
B07CNXP9S4,112,1,False,False
B07CP3B241,68,1,False,False
B07CPQ39R8,17,1,True,True
B07CQX9NLW,34,1,False,False
B07CR7Z7KG,2,1,True,True
B07CT41YX6,187,1,False,False
B07CTD3BHR,194,1,False,False
B07CTQK7SY,19,1,False,False
B07CV7KC3K,4,1,False,False
B07CWJQF98,27,1,True,True
B07CWK93RY,137,1,True,True
B07CWR5PWQ,32,1,False,False
B07CXK8VQS,22,1,False,False
B07CXL3KYB,44,1,True,True
B07CXP59Y9,11,1,True,True
B07CXX3WB4,9,1,False,False
B07D11946L,1126,1,False,False
B07D1J88CF,72,1,False,False
B07D278QQC,119,1,True,True
B07D3BZLSJ,31,1,False,False
B07D3H5B2B,74,1,False,False
B07D49TCBS,13,1,False,False
B07D5BRCWT,145,1,False,False
B07D6DMN7L,28,1,False,False
B07D6GMN6G,52,1,False,False
B07D6M5Y31,16,1,True,True
B07D6MNCYP,117,1,False,False
B07D6T8B1Y,1,1,False,False
B07D77JP2N,3,1,False,False
B07D7RKJYS,136,1,False,False
B07D8TK36C,15,1,False,False
B07D9BVKDT,234,1,False,False
B07D9HPDWH,40,1,False,False
B07D9J137D,123,1,False,False
B07DB5GH6H,138,1,False,False
B07DC1FJVL,80,1,False,False
B07DDCMBXL,32,1,False,False
B07DDDLSRL,231,1,False,False
B07DFF5WPQ,222,1,False,False
B07DFFJPHT,681,1,False,False
B07DFMQ9V7,7,1,False,False
B07DFVYZCR,181,1,False,False
B07DG279MB,410,1,False,False
B07DGL68C3,84,1,False,False
B07DH69FYX,9,1,False,False
B07DHLHR46,215,1,True,True
B07DHWX8V5,5,1,False,False
B07DJ19HMK,397,1,False,False
B07DJ6BG3T,83,1,True,True
B07DJW3M5R,89,1,False,False
B07DK89Z84,23,1,False,False
B07DK8HC8B,564,1,True,True
B07DKDGCPS,111,1,False,False
B07DKDNMS3,219,1,True,True
B07DKFBYL3,15,1,True,True
B07DKKJZ4T,212,1,False,False
B07DKNBSRN,172,1,False,False
B07DKVZD3H,341,1,True,True
B07DLT872X,5,1,False,False
B07DLXBHGH,70,1,False,False
B07DM7551L,33,1,False,False
B07DNDTY8N,362,1,True,True
B07DNH2SHR,28,1,False,False
B07DNQ9FD9,153,1,False,False
B07DNRCVS4,127,1,False,False
B07DNW51NV,14,1,False,False
B07DNWPGX4,53,1,True,True
B07DQCPXBG,60,1,False,False
B07DQG6RLX,46,1,False,False
B07DQL95G6,41,1,False,False
B07DQQDMLH,171,1,False,False
B07DR9BT5G,87,1,False,False
B07DRRZLGK,12,1,False,False
B07DS7PD41,418,1,True,True
B07DVL7F9M,62,1,True,True
B07DWLWLC9,117,1,False,False
B07DWQGNSP,9,1,False,False
B07DXM8SCR,8,1,False,False
B07DZX78TV,24,1,True,True
B07DZZD3LL,460,1,True,True
B07F11BQJF,12,1,True,True
B07F1QBRN9,15,1,False,False
B07F1XBYGZ,149,1,True,True
B07F1YS3NB,740,1,False,False
B07F279KQ6,57,1,False,False
B07F29WW88,54,1,False,False
B07F2K5N7Z,3,1,False,False
B07F337QJY,17,1,False,False
B07F3BYMQ1,68,1,False,False
B07F3FTCXB,356,1,False,False
B07F3YX3SF,3,1,True,True
B07F59HQRC,690,1,True,True
B07F5CR9JV,88,1,False,False
B07F5Z9SSP,5,1,False,False
B07F62W3TQ,321,1,False,False
B07F6S45L1,65,1,False,False
B07F6T9KHW,610,1,False,False
B07F7L518G,43,1,False,False
B07F7N4YJ1,16,1,False,False
B07F7VRFWB,46,1,False,False
B07F8HH2SC,31,1,False,False
B07F8HPKS6,46,1,False,False
B07F8ZH3NJ,116,1,False,False
B07F9K5QS3,264,1,True,True
B07F9TK8VC,257,1,True,True
B07F9TQK6F,25,1,False,False
B07FB2RYLY,107,1,False,False
B07FBBHH7M,72,1,False,False
B07FCHVRYC,20,1,False,False
B07FCNYND8,298,1,True,True
B07FDDXTVX,8,1,True,True
B07FDM8CP9,15,1,False,False
B07FDQLL7K,186,1,True,True
B07FDXKHTT,14,1,True,True
B07FDY9FYV,172,1,True,True
B07FF49JWJ,5,1,False,False
B07FFSL9G2,114,1,True,True
B07FG1QM9W,59,1,False,False
B07FKLP2K5,21,1,False,False
B07FKMRQ2M,2,1,False,False
B07FKMXTYN,9,1,False,False
B07FKQ59TR,73,1,False,False
B07FM3Z77T,311,1,False,False
B07FM6VL7V,904,1,False,False
B07FMHKLPZ,20,1,False,False
B07FN2NYG3,54,1,False,False
B07FN6B533,3,1,False,False
B07FNXJC8G,575,1,True,True
B07FP1ZQ39,24,1,False,False
B07FP8PG9N,95,1,True,True
B07FP9FG12,137,1,False,False
B07FQ5CYX1,45,1,False,False
B07FQ6SDKY,32,1,False,False
B07FR6MXKZ,11,1,False,False
B07FTHJJRN,47,1,False,False
B07FTWKJZY,747,1,True,True
B07FVW7753,63,1,False,False
B07FW4TZH8,29,1,False,False
B07FYJVFNK,131,1,False,False
B07FYNFV84,3,1,False,False
B07FZS178Z,9,1,False,False
B07FZZXMRW,24,1,False,False
B07G11VLT9,11,1,False,False
B07G23R7ZX,42,1,False,False
B07G29CMT8,30,1,False,False
B07G4RJVGD,60,1,False,False
B07G55FSPX,432,1,True,True
B07G574ZHR,30,1,False,False
B07G584SHG,208,1,False,False
B07G71N5QG,119,1,False,False
B07G7TNJH7,431,1,True,True
B07G83TDXY,89,1,False,False
B07G8D625M,11,1,False,False
B07G8VXR4G,422,1,False,False
B07G8WC2QF,8,1,True,True
B07G8WN4YB,113,1,False,False
B07G93MM6Y,12,1,False,False
B07G9BNTPD,17,1,False,False
B07GB6BC52,71,1,False,False
B07GBR9M16,6,1,True,True
B07GBSCVBN,15,1,False,False
B07GBTYTZZ,88,1,False,False
B07GBV9WG9,256,1,False,False
B07GD8DP9Q,25,1,False,False
B07GD8SFVB,189,1,True,True
B07GDLBX7K,292,1,True,True
B07GFBVC98,318,1,False,False
B07GFRQTPH,80,1,False,False
B07GFT1JS1,74,1,False,False
B07GGNFTXV,25,1,False,False
B07GGP69QD,31,1,False,False
B07GJ88YVV,25,1,False,False
B07GJF3XLQ,31,1,True,True
B07GKLB3HQ,103,1,False,False
B07GKPR452,451,1,False,False
B07GKRKTVG,43,1,False,False
B07GKY6N3Q,74,1,True,True
B07GLCWBYW,95,1,False,False
B07GLZP593,215,1,False,False
B07GMRMCJ5,27,1,True,True
B07GMZBMZ8,284,1,False,False
B07GP5K6WX,72,1,False,False
B07GPDT7PQ,54,1,False,False
B07GPPRNXG,25,1,False,False
B07GQ4S6MN,80,1,False,False
B07GQCF3ZM,421,1,False,False
B07GQF718S,22,1,False,False
B07GQM1W25,168,1,False,False
B07GQPFLFZ,22,1,False,False
B07GQPZSQC,108,1,False,False
B07GRJ98H1,54,1,False,False
B07GRKPMKF,24,1,False,False
B07GSGGX6W,50,1,False,False
B07GV8F4R6,5,1,True,True
B07GVF445X,53,1,True,True
B07GVFV31X,211,1,True,True
B07GVV6H24,301,1,False,False
B07GWQF47D,333,1,True,True
B07GX6F896,9,1,False,False
B07GXH2CJP,341,1,False,False
B07GXZTSWX,11,1,True,True
B07GYD44D3,117,1,False,False
B07GYMW67P,18,1,True,True
B07GYQCM14,319,1,False,False
B07GZ8HQZD,332,1,True,True
B07GZD3K1H,72,1,False,False
B07GZH7M9D,147,1,False,False
B07GZNWV9G,24,1,True,True
B07GZRPNS6,77,1,False,False
B07H1BSZTC,79,1,True,True
B07H1PZRQP,22,1,False,False
B07H269P85,43,1,False,False
B07H26JCSQ,168,1,False,False
B07H28F2J6,20,1,True,True
B07H28SCC9,130,1,True,True
B07H2F9P5H,11,1,False,False
B07H2XVRGJ,5,1,False,False
B07H317VXD,128,1,True,True
B07H31WX6W,48,1,False,False
B07H331J4R,377,1,True,True
B07H34VT29,55,1,False,False
B07H38PNYY,2,1,False,False
B07H39TFMP,78,1,False,False
B07H3M23P6,39,1,True,True
B07H3PDWVZ,96,1,False,False
B07H4NSHS4,590,1,False,False
B07H7BMTTB,40,1,False,False
B07H7GW4QL,10,1,True,True
B07H7HLVCG,171,1,False,False
B07H8215J4,126,1,False,False
B07H8D5VFD,56,1,True,True
B07H8T2QQM,35,1,False,False
B07H93DNWB,3,1,False,False
B07H9HZ4FB,131,1,False,False
B07H9NNNN7,19,1,False,False
B07H9SB2MS,77,1,False,False
B07H9WBFDS,12,1,False,False
B07HCKN29G,60,1,True,True
B07HD6GSV7,55,1,False,False
B07HDBSBBL,48,1,False,False
B07HDL2QCX,37,1,False,False
B07HFGTY11,2,1,False,False
B07HFV5RF6,78,1,False,False
B07HFVZMF6,115,1,False,False
B07HFZSBDQ,468,1,True,True
B07HG456JN,167,1,True,True
B07HGTG6L5,180,1,True,True
B07HGVT7RN,16,1,False,False
B07HGW8N7R,140,1,False,False
B07HH5RCHF,26,1,True,True
B07HHXDT1N,87,1,True,True
B07HHZGV7P,66,1,True,True
B07HJ762WL,133,1,False,False
B07HK5G6CG,55,1,False,False
B07HK6K5CS,68,1,False,False
B07HKHJDT4,7,1,False,False
B07HKPXKCD,240,1,False,False
B07HMM6SFD,245,1,True,True
B07HMPV2J7,90,1,True,True
B07HMTGTBH,4,1,True,True
B07HMTX92M,447,1,False,False
B07HNHGBXF,9,1,False,False
B07HQ91761,132,1,True,True
B07HQMX1MJ,28,1,True,True
B07HQV31SK,4,1,False,False
B07HRHDV1T,139,1,False,False
B07HRW65V9,14,1,False,False
B07HSR1CFJ,70,1,False,False
B07HSYVD1M,58,1,True,True
B07HT3SLV2,104,1,True,True
B07HTCFWHH,614,1,False,False
B07HVMVXXK,138,1,True,True
B07HVTVK28,30,1,False,False
B07HXK5J58,301,1,False,False
B07HXR7JVP,5,1,False,False
B07HYT5G8M,8,1,True,True
B07HZ3BMJJ,19,1,False,False
B07HZ3FQ93,135,1,False,False
B07J1GYCWC,25,1,True,True
B07J1L3JT4,20,1,False,False
B07J1Q2JZN,127,1,True,True
B07J1QHPL5,9,1,True,True
B07J2FYBGK,11,1,False,False
B07J43CWC3,58,1,True,True
B07J43LNZ9,60,1,False,False
B07J4KG29H,647,1,True,True
B07J649XBC,115,1,True,True
B07J6FYFCP,90,1,False,False
B07JB48B6K,17,1,True,True
B07JBR4MZ1,14,1,False,False
B07JBZQL8V,3,1,False,False
B07JC77Q9C,94,1,False,False
B07JCGP27C,4,1,False,False
B07JCK31NN,10,1,False,False
B07JDSJ8BP,22,1,False,False
B07JFCML59,184,1,False,False
B07JFVM28K,494,1,True,True
B07JG34X5S,87,1,True,True
B07JG4F5FN,419,1,True,True
B07JG5JDD9,62,1,False,False
B07JG5T22X,4,1,False,False
B07JGB83F2,192,1,False,False
B07JGBK6XV,1,1,True,True
B07JGHC98W,36,1,False,False
B07JHHTGFK,384,1,False,False
B07JJBGG1D,151,1,False,False
B07JJKLQV6,78,1,False,False
B07JJMYQ8G,123,1,False,False
B07JL6FRL8,4,1,False,False
B07JLCR327,324,1,False,False
B07JLZ193V,80,1,True,True
B07JM5Z4K8,89,1,False,False
B07JMNFM2J,28,1,True,True
B07JMWNWB7,221,1,False,False
B07JMZ25G3,5,1,False,False
B07JN1DF1D,617,1,False,False
B07JN2HXYV,15,1,False,False
B07JNHZS3C,11,1,False,False
B07JNX8ZT9,53,1,True,True
B07JP5WKLW,180,1,False,False
B07JQ8CW7T,10,1,False,False
B07JQBKMVR,34,1,False,False
B07JQCBSSB,28,1,False,False
B07JQSZ12F,15,1,False,False
B07JQXMW25,91,1,False,False
B07JR4YPLG,161,1,True,True
B07JR8JYH7,16,1,False,False
B07JV9BY3G,49,1,False,False
B07JVBLQD2,24,1,True,True
B07JVGDC5M,35,1,False,False
B07JVH4CQ2,222,1,False,False
B07JVHLQ3C,35,1,False,False
B07JVMLSQD,20,1,False,False
B07JWVC6S6,2,1,False,False
B07JY9FK27,28,1,False,False
B07JZ29ZDN,1,1,False,False
B07JZMX92D,20,1,False,False
B07JZQ4RLL,38,1,True,True
B07K1ZQLDV,12,1,False,False
B07K2PWN19,196,1,True,True
B07K2XF6QZ,74,1,False,False
B07K2XZ6Z8,5,1,False,False
B07K32N74Y,4,1,False,False
B07K392MTH,18,1,False,False
B07K3G5M46,32,1,False,False
B07K42BR9Z,292,1,True,True
B07K4VCVGR,160,1,False,False
B07K696RY2,107,1,False,False
B07K6GYR2N,65,1,False,False
B07K6WDR2Z,76,1,False,False
B07K7MSV25,436,1,True,True
B07K8K96PN,83,1,False,False
B07K9RDSR2,75,1,True,True
B07K9T5TBD,3,1,False,False
B07KB1GHCS,18,1,False,False
B07KB32743,302,1,False,False
B07KBWN8L1,148,1,True,True
B07KC7D7S4,64,1,True,True
B07KCVTVGH,417,1,False,False
B07KDS5V9N,3,1,False,False
B07KF9X6PJ,34,1,True,True
B07KFCHRRM,170,1,False,False
B07KFKCJ5C,2,1,False,False
B07KFLTHHZ,335,1,True,True
B07KG6NCVD,14,1,False,False
B07KG8YHHZ,1,1,False,False
B07KGQQHCJ,202,1,False,False
B07KH9SQKB,15,1,False,False
B07KHB3VD8,146,1,True,True
B07KK87K63,9,1,False,False
B07KKCP3ZB,604,1,True,True
B07KL62DRC,114,1,False,False
B07KMDJPG1,120,1,False,False
B07KNR8DP3,23,1,False,False
B07KNSGKWP,28,1,False,False
B07KPJ3DQP,40,1,True,True
B07KPKDYJF,41,1,False,False
B07KPVVKQ4,158,1,True,True
B07KPZ8RSZ,95,1,False,False
B07KQJFWLF,115,1,False,False
B07KQVDYL5,65,1,False,False
B07KRJJF67,347,1,False,False
B07KRZ2S8T,2,1,False,False
B07KSD2HHX,6,1,True,True
B07KSRFJ9Y,543,1,False,False
B07KSXV6LK,177,1,True,True
B07KSZWJNF,27,1,False,False
B07KVNYPTZ,19,1,False,False
B07KW2GCDZ,81,1,False,False
B07KWKJNF4,55,1,True,True
B07KWMKV9S,4,1,False,False
B07KWP6BK9,170,1,False,False
B07KXFBTSM,123,1,True,True
B07KXFGGHF,20,1,False,False
B07KXVLQK3,146,1,True,True
B07KXZ6CPT,131,1,True,True
B07KY3BW4Z,58,1,False,False
B07KZ7MVS2,775,1,True,True
B07L3FDDPK,89,1,True,True
B07L3TSB2L,62,1,False,False
B07L4HWB84,12,1,False,False
B07L4J939X,36,1,False,False
B07L4K5GZ2,29,1,True,True
B07L4L5KQH,35,1,True,True
B07L4Q8913,1697,1,False,False
B07L4RFKMX,5,1,False,False
B07L513V3T,9,1,False,False
B07L58DXDT,11,1,False,False
B07L5XJXBV,13,1,False,False
B07L6CX4S2,95,1,True,True
B07L6WDVB5,33,1,False,False
B07L8PW81Z,61,1,False,False
B07L8ZVVRM,97,1,False,False
B07L92PSMP,87,1,False,False
B07L96G968,31,1,True,True
B07LB9HQ5Q,6,1,False,False
B07LC6CYPF,576,1,True,True
B07LCC5FP8,114,1,False,False
B07LFDM9Y2,17,1,False,False
B07LGNB9C2,59,1,True,True
B07LGQJ6MZ,14,1,False,False
B07LGX9764,277,1,False,False
B07LH1V85H,26,1,False,False
B07M5GZ6MK,41,1,True,True
B07M64BY4L,13,1,False,False
B07M65T2X3,66,1,False,False
B07M6P845R,361,1,False,False
B07M6R3CPB,314,1,True,True
B07M76LRH8,99,1,True,True
B07M84B75J,64,1,False,False
B07M8DWTSS,34,1,False,False
B07M8W6RNP,27,1,False,False
B07M9K1YQ2,140,1,True,True
B07M9Q7Y3F,206,1,False,False
B07M9T13S7,174,1,True,True
B07M9VCN22,415,1,False,False
B07MBGDZ1C,728,1,False,False
B07MBHK9SY,58,1,False,False
B07MCDT8FW,178,1,False,False
B07MCWWTHY,39,1,False,False
B07MD73G9G,4,1,True,True
B07MDPL3L3,1067,1,False,False
B07MF6QJBM,91,1,False,False
B07MF6W1ZB,444,1,False,False
B07MFD73GW,214,1,True,True
B07MFHZ532,135,1,False,False
B07MFKH76Y,2,1,False,False
B07MFSNRGR,12,1,True,True
B07MFT3Z61,59,1,False,False
B07MG3JS3W,70,1,True,True
B07MGQ7N18,66,1,False,False
B07MGRDDR2,213,1,True,True
B07MGYP8TK,98,1,True,True
B07MH4YCHZ,95,1,True,True
B07MHQCMT5,187,1,False,False
B07MHWDFQJ,36,1,False,False
B07MJQL1HC,4,1,False,False
B07MK7WSFZ,65,1,False,False
B07MKLMYYR,97,1,False,False
B07MKTKTDP,6,1,False,False
B07ML2C42G,13,1,False,False
B07ML6BPZM,13,1,False,False
B07MLRS85P,162,1,True,True
B07MM4BYWX,19,1,False,False
B07MN272XY,9,1,False,False
B07MNGB7D7,17,1,False,False
B07MNJCMQ6,33,1,True,True
B07MP9K6PB,74,1,True,True
B07MPMRN8V,137,1,True,True
B07MPNMGHS,2,1,False,False
B07MPSQXTJ,106,1,False,False
B07MPVWCSP,34,1,False,False
B07MQ8MPTK,29,1,False,False
B07MR9F661,5,1,False,False
B07MRMKV6C,5,1,True,True
B07MSFS3P5,27,1,True,True
B07MTFRKQM,52,1,False,False
B07MVGYXJ4,22,1,False,False
B07MVRL8CF,47,1,False,False
B07MVTCW4B,45,1,True,True
B07MW21SJ6,158,1,True,True
B07MWZ6NCV,261,1,True,True
B07MX4KJ3G,30,1,False,False
B07MX592VN,221,1,False,False
B07MXJ93K8,124,1,True,True
B07MXP3SHN,3,1,False,False
B07MXX6MV4,15,1,False,False
B07MY4G5QJ,6,1,False,False
B07MY715MQ,593,1,True,True
B07MY914RX,39,1,False,False
B07MYWQJZG,339,1,True,True
B07MYY3G38,77,1,False,False
B07MYZTD7K,210,1,False,False
B07MZHKSHS,10,1,False,False
B07N16FXN8,41,1,False,False
B07N1B6LHQ,23,1,False,False
B07N1GBV55,7,1,True,True
B07N1T38L6,65,1,False,False
B07N28G62S,41,1,False,False
B07N2MW3H8,4,1,True,True
B07N32GV5Q,188,1,False,False
B07N3W4JZQ,248,1,False,False
B07N4GNGDR,242,1,True,True
B07N63VJ67,89,1,False,False
B07N65JK77,386,1,True,True
B07N6GZZVS,10,1,False,False
B07N8FPJLQ,185,1,False,False
B07N985DN9,18,1,False,False
B07NBS5NQX,19,1,False,False
B07ND4SJYW,61,1,False,False
B07NDY12QY,547,1,True,True
B07NJ1B88Y,22,1,False,False
B07NJ1ZVJV,173,1,False,False
B07NKRLGJD,110,1,False,False
B07NL2YQSN,184,1,True,True
B07NM1PKJG,34,1,False,False
B07NMHNJG7,102,1,False,False
B07NMSBRSD,86,1,True,True
B07NNGSQGT,522,1,False,False
B07NNQXTQT,63,1,False,False
B07NNTDY7S,5,1,False,False
B07NNWRX76,262,1,True,True
B07NNZRYY9,75,1,True,True
B07NPVYP3W,108,1,False,False
B07NQDWQXS,274,1,True,True
B07NQJQZND,54,1,True,True
B07NQPZN7F,88,1,False,False
B07NRR2T4J,102,1,False,False
B07NSPG2SZ,139,1,False,False
B07NSW2H7Z,370,1,True,True
B07NTJ8YMR,280,1,False,False
B07NTRN8WG,273,1,True,True
B07NVCYM1Y,29,1,False,False
B07NVD43MD,41,1,False,False
B07NVFWZ6L,56,1,True,True
B07NWCRBFQ,17,1,True,True
B07NWR7HKD,34,1,False,False
B07NWT3SBS,44,1,False,False
B07NWTHC6N,78,1,False,False
B07NXQHJDW,29,1,False,False
B07NXSV1VY,24,1,False,False
B07NY9H3GP,525,1,True,True
B07NZ3SBS4,390,1,True,True
B07NZGJLK1,231,1,False,False
B07P17XB12,118,1,True,True
B07P1G63LZ,24,1,True,True
B07P2FK8JC,30,1,False,False
B07P2HW12P,263,1,True,True
B07P396KTC,137,1,True,True
B07P42BBHW,15,1,False,False
B07P4CRR3V,73,1,True,True
B07P53LK7L,9,1,False,False
B07P5BPP31,112,1,False,False
B07P5D2TH8,51,1,False,False
B07P5LMS6G,30,1,False,False
B07P5R84YP,293,1,True,True
B07P5X2F4X,44,1,False,False
B07P5Y2R1R,284,1,False,False
B07P5Z1NLQ,6,1,False,False
B07P63N3N6,69,1,False,False
B07P6FWYZD,7,1,False,False
B07P6PFHYL,33,1,False,False
B07P6ZRG7Q,17,1,False,False
B07P72V1BJ,65,1,True,True
B07P7FGG2P,4,1,False,False
B07P7GC89R,34,1,False,False
B07P7SX8JV,4,1,False,False
B07P8395DZ,45,1,False,False
B07P83NM96,274,1,True,True
B07P994BB2,6,1,True,True
B07P9Q4ZP8,481,1,True,True
B07PB98CZ8,34,1,True,True
B07PBFKSZQ,2,1,False,False
B07PBSM9C8,98,1,True,True
B07PBV3GWC,197,1,True,True
B07PCHV4NY,28,1,False,False
B07PDHHWVX,5,1,False,False
B07PDPVZBP,131,1,True,True
B07PDQSKM4,73,1,True,True
B07PF8LM9H,34,1,False,False
B07PFBZH3B,33,1,True,True
B07PFGDDTG,59,1,True,True
B07PFNC92M,22,1,True,True
B07PG1HY2N,88,1,True,True
B07PG1M8VG,188,1,False,False
B07PG6X3C4,150,1,True,True
B07PG8JG8Q,23,1,False,False
B07PH8LBP6,137,1,False,False
B07PHJ9BF2,25,1,False,False
B07PHRJD6F,27,1,True,True
B07PHRRFSB,55,1,False,False
B07PHXKZ77,20,1,True,True
B07PJM13YL,91,1,False,False
B07PJS5J1J,9,1,False,False
B07PK236PL,21,1,False,False
B07PLK7WCP,12,1,True,True
B07PLW5CWX,369,1,False,False
B07PMBTFT6,64,1,False,False
B07PMH3393,6,1,True,True
B07PMK9BPW,15,1,False,False
B07PMKCTDG,4,1,True,True
B07PMKK5H4,60,1,True,True
B07PMVD7DY,22,1,False,False
B07PMW61SG,107,1,True,True
B07PMZV12M,74,1,True,True
B07PNG986F,166,1,True,True
B07PNLHL9W,15,1,False,False
B07PNP7GTF,89,1,True,True
B07PNZ1SPL,1,1,False,False
B07PPFCZCG,283,1,True,True
B07PPZK8DK,7,1,True,True
B07PQ6Q7CP,19,1,False,False
B07PQ7YWLN,15,1,False,False
B07PQHLFFM,215,1,True,True
B07PQQNKF3,59,1,False,False
B07PQWGCXW,18,1,False,False
B07PRB39KN,2,1,True,True
B07PRCHS4M,48,1,True,True
B07PS9JDNX,148,1,True,True
B07PS9S15V,15,1,False,False
B07PSB6FSN,64,1,True,True
B07PSDJL6N,124,1,False,False
B07PSDXVY2,96,1,False,False
B07PT49TXB,152,1,False,False
B07PV1Q979,58,1,False,False
B07PV32B1J,36,1,False,False
B07PV7LG9C,17,1,False,False
B07PV9JGKQ,5,1,True,True
B07PVF5N23,7,1,False,False
B07PVKHZLJ,209,1,False,False
B07PVYTRX8,14,1,True,True
B07PWQ2SBQ,17,1,True,True
B07PX1RQG1,43,1,False,False
B07PXGL587,96,1,True,True
B07PXLPDH6,1,1,False,False
B07PXP7DW5,823,1,True,True
B07PXPTL4S,307,1,True,True
B07PXR5FSG,135,1,False,False
B07PXRFJNT,121,1,True,True
B07PY8ZMVK,46,1,False,False
B07PYHJLMW,43,1,False,False
B07PYTGL23,34,1,True,True
B07PZ5PLB8,97,1,True,True
B07PZ6WZ82,42,1,False,False
B07Q13CM4S,195,1,False,False
B07Q1G1JGY,23,1,False,False
B07Q1L783P,172,1,True,True
B07Q1W787B,29,1,False,False
B07Q2159LQ,24,1,False,False
B07Q28F9JY,68,1,False,False
B07Q2HG111,73,1,False,False
B07Q2NWZFC,34,1,True,True
B07Q2VSRC6,98,1,False,False
B07Q3471S2,724,1,True,True
B07Q34ZKLF,1199,1,True,True
B07Q4G77XJ,42,1,False,False
B07Q4RPQHG,22,1,False,False
B07Q5GWXCN,265,1,False,False
B07Q5L83BD,28,1,False,False
B07Q5TYPFQ,949,1,True,True
B07Q6X4H9N,145,1,True,True
B07Q79N7B6,63,1,False,False
B07Q83HDQC,35,1,False,False
B07Q85FBVP,3,1,False,False
B07Q8FDXR5,99,1,True,True
B07Q8K1TLH,117,1,False,False
B07Q8SM65P,91,1,False,False
B07Q9KF5PH,8,1,True,True
B07Q9L8DL4,5,1,True,True
B07Q9QCQRY,2,1,False,False
B07QBPTKKL,92,1,False,False
B07QC2F4MK,61,1,False,False
B07QC6RKDF,13,1,False,False
B07QCHXZ4S,4,1,False,False
B07QCLHXWG,70,1,False,False
B07QCS37HW,45,1,False,False
B07QF4G4TD,264,1,False,False
B07QF92WMF,37,1,False,False
B07QFWYBLF,196,1,False,False
B07QG6L82D,107,1,False,False
B07QGSR9CY,21,1,False,False
B07QGVT4HB,128,1,False,False
B07QGVZXQF,35,1,True,True
B07QGW3LXM,115,1,True,True
B07QH17DGX,58,1,True,True
B07QH46GXD,4,1,True,True
B07QH6MVDR,4,1,True,True
B07QHT1GHS,71,1,False,False
B07QHZK8GD,52,1,True,True
B07QJ1JZK6,433,1,True,True
B07QJXD2VP,273,1,False,False
B07QK4ZPS6,11,1,True,True
B07QKCH86F,17,1,True,True
B07QKK1DRH,31,1,False,False
B07QKMXSBW,296,1,False,False
B07QKSH6MB,30,1,False,False
B07QKVHLYQ,29,1,False,False
B07QKX4XFB,4,1,False,False
B07QL3NDPS,29,1,True,True
B07QLP9SY4,3,1,False,False
B07QLQDWCH,33,1,True,True
B07QLTYKDW,145,1,True,True
B07QM5568M,31,1,True,True
B07QMDW2Y8,13,1,False,False
B07QMKJYR4,85,1,False,False
B07QMLP1YL,23,1,False,False
B07QNDL29C,44,1,False,False
B07QNHQ6Y4,146,1,True,True
B07QP6ZX55,10,1,True,True
B07QPFXTZY,26,1,False,False
B07QPM8YLY,11,1,False,False
B07QPS22MW,65,1,True,True
B07QPS3WY9,41,1,True,True
B07QQ24QXY,59,1,True,True
B07QQXRWGT,109,1,False,False
B07QR49L5B,2,1,False,False
B07QR5YKW4,32,1,True,True
B07QRZXFT1,66,1,True,True
B07QS2JSY2,3,1,False,False
B07QS3MPZY,13,1,True,True
B07QS6DDFC,217,1,True,True
B07QSV436R,61,1,False,False
B07QTWKT8Q,95,1,True,True
B07QTX4J2D,3,1,False,False
B07QTZCQ8Y,385,1,True,True
